lng,lat
-75.09080175387483,40.05450808778449
-75.233701795787,39.99190807031139
-75.1523017674952,39.95730806716599
-75.16280177510097,40.02030807833299
-75.15820177022896,39.97870807074705
-75.15080177231188,40.0266080808673
-75.13570176432566,39.986808073257414
-75.16320177513406,40.02290807872973
-75.17020177122141,39.92190805901052
-75.24560179272878,39.87800804718739
-75.14340176361503,39.933308062453335
-75.18500177873366,39.96380806703646
-75.08530175027585,40.01490808059273
-75.01400173404832,40.12820810564565
-75.22520179104158,39.96840806664834
-75.14950176995856,40.01690807861853
-75.23480179363219,39.951408062239175
-75.13230176224783,39.9842080729531
-75.05370174137414,40.044208087196765
-75.11940175983347,39.993208074634055
-75.24510179852646,39.970408065691544
-75.13040176433648,40.01810807957012
-75.15150177102231,40.00140807545017
-75.1388017650312,39.98990807347592
-75.14560176739023,39.987208072886915
-75.0150017323344,40.09450809885823
-75.12130175864313,39.97130807002424
-75.10690175835049,40.03310808342814
-75.0445017433082,40.11030810158722
-75.00880172822836,40.0673080937099
-75.23300179527993,39.98910806976978
-75.23190179294318,39.95530806292639
-75.1508017732102,40.04850808509689
-75.10690175475722,39.99320807532228
-75.1899017804864,39.964308066855125
-75.24430179756199,39.959308063180245
-75.14850176987586,40.018308078823736
-75.22700179208876,39.98350806920173
-75.15950177168395,39.98670807263995
-75.08460174887048,39.99990807760335
-75.22990179367608,39.97210806668078
-75.07540174810958,40.03830808516521
-75.13360176549946,40.02240808052709
-75.16210177100066,39.96710806821501
-75.20260178378254,39.9652080668154
-75.21840178688592,39.92940805920741
-75.08760175181354,40.0299080835945
-75.23980179584234,39.966608065465465
-75.13240176809515,40.05930808723813
-75.23760179386376,39.953908062893476
-75.10640175785997,40.04160808507542
-75.16060177132576,39.98140807135915
-75.18100177840286,39.98580807081983
-75.16580177085751,39.94200806367642
-75.04640174032123,40.05650808956828
-75.20150178683568,40.018908077195285
-75.12800176413799,40.025108080946566
-74.97600172012572,40.09400810005126
-75.24590179679599,39.94380806020822
-74.99070172358729,40.07400809558769
-75.1959017854742,40.037708081340334
-75.13240176450189,40.002808077061296
-75.13950176913153,40.037908082972635
-75.19980178265264,39.96380806634794
-75.23530179412268,39.96840806595986
-75.15010177270315,40.051508085076144
-75.20290178425651,39.9742080680834
-75.12000175988308,39.99230807448864
-75.16760177909121,40.072808089026296
-75.09470175464654,40.0505080876058
-75.15680177101149,39.98320807169168
-75.24030179184128,39.90120805199632
-75.18490178007286,39.9906080715278
-75.17830177683206,39.97650806953785
-75.24340179614008,39.947908061934676
-75.23780179567693,39.97200806657813
-75.06680174739832,40.08140809484667
-75.1439017676988,39.99530807450342
-75.18300178216153,40.03620808135065
-75.15260177425739,40.05790808628324
-75.15140176607329,39.931508061119544
-75.08780175183009,40.0299080835945
-75.14670177242195,40.067608088731646
-75.22030178749222,39.93740805967528
-75.16470177301233,39.98110807082348
-75.07300174791109,40.03130808462729
-75.17940177827053,39.9933080733064
-75.1923017869731,40.060908085716825
-75.03500173578513,40.029908085658036
-75.06330174306643,40.02490808305119
-75.15420176720319,39.94810806500543
-75.22850178996704,39.93570805970599
-75.15000176775415,39.97040806913378
-74.99580172355992,40.05500809132657
-75.15120177144665,40.027208080543105
-75.19140178734783,40.071108088162475
-75.2182017877677,39.93890806035411
-75.16920177293535,39.95700806550756
-75.21400178742033,39.958608064653085
-75.16990177703565,40.015208077153225
-75.15950176988731,39.95390806564792
-75.12230175962415,39.987108073543254
-75.00160172493794,40.04880809000509
-75.25400180240663,39.988308069083025
-75.11820175793758,39.97380807151235
-75.11960176074831,40.01260807920532
-75.15750176882358,39.959108067381585
-75.23180179068912,39.9235080565126
-75.19120178014475,39.96140806603114
-75.21180178813671,39.98530806996232
-75.06610174599294,40.051208087925644
-75.23730179069484,39.89550805144268
-75.06430174494578,40.04160808645087
-75.07520174719473,40.015808080765794
-75.15960177393801,40.02400807976316
-75.15920177390493,40.02810808013601
-75.138901763692,39.960308067827036
-75.06240174344116,40.027508084248936
-75.15340176893366,39.974008070434714
-75.2342017962775,39.99760807177547
-75.18490177917455,39.97470806893812
-75.14660176657463,39.97430807047453
-75.10460175771111,40.02980808212636
-75.08900175282764,40.044308086118214
-75.01000172832761,40.050708090198974
-75.13280176453497,40.0010080757139
-75.18350177816045,39.974608069197494
-75.10160175386973,39.990908075772595
-75.16420177342013,39.9795080709606
-75.17960177828705,39.99250807294588
-75.2548018015745,39.988008068560866
-75.24030179543453,39.945908061737576
-75.15510177221836,40.01540807802622
